Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Valor_anuncio_float,Valor_anuncio_milhoes,Preço por m²
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,298,3,2,5,R$ 1.010.000,1010000.0,1.01,3389.261744966443
Rua Belgrado,Vila Moinho Velho,São Paulo,125,2,3,1,R$ 650.000,650000.0,0.65,5200.0
"Rua Virgílio de Lemos, 195 ",Jardim Jabaquara,São Paulo,125,2,2,2,R$ 480.000,480000.0,0.48,3840.0
Praça Paul Harris,Indianópolis,São Paulo,235,3,4,2,R$ 2.093.000,2093000.0,2.093,8906.382978723404
Rua Nicolau da Rocha Vita,Brooklin,São Paulo,705,4,1,4,R$ 1.900.000,1900000.0,1.9,2695.0354609929077
"Rua Otávio Passos, 0 ",Vila Gomes,São Paulo,285,16,3,3,R$ 790.000,790000.0,0.79,2771.9298245614036
,Vila Ida,São Paulo,276,4,3,4,R$ 1.900.000,1900000.0,1.9,6884.057971014493
"Rua David Romero Paré, 193 ",Vila Sonia,São Paulo,305,3,3,4,R$ 780.000,780000.0,0.78,2557.377049180328
"Rua Pistache, 100 ",Parque dos Príncipes,São Paulo,294,5,3,4,R$ 1.300.000,1300000.0,1.3,4421.768707482993
Rua dos Chanes,Indianópolis,São Paulo,176,6,4,2,R$ 2.300.000,2300000.0,2.3,13068.181818181818
,Chácara Monte Alegre,São Paulo,206,3,2,4,R$ 1.400.000,1400000.0,1.4,6796.116504854369
Alameda dos Apetupás,Planalto Paulista,São Paulo,405,3,5,4,R$ 4.200.000,4200000.0,4.2,10370.37037037037
"Rua Orlando Ferraiuolo, 428 ",Vila Brasilina,São Paulo,255,3,3,4,R$ 689.000,689000.0,0.689,2701.9607843137255
Rua Maria Rosa Halter Frank,Itaim Bibi,São Paulo,105,3,2,1,R$ 1.970.000,1970000.0,1.97,18761.904761904763
"Rua Nebraska, 612 ",Brooklin Novo,São Paulo,377,3,5,4,R$ 4.500.000,4500000.0,4.5,11936.33952254642
Rua General Euclides Figueiredo,Morumbi,São Paulo,460,4,5,6,R$ 1.580.000,1580000.0,1.58,3434.782608695652
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,3,3,2,R$ 2.900.000,2900000.0,2.9,14500.0
Rua do Manifesto,Ipiranga,São Paulo,96,2,1,1,R$ 530.000,530000.0,0.53,5520.833333333333
,Jardim Europa,São Paulo,580,3,5,3,R$ 5.200.000,5200000.0,5.2,8965.51724137931
Rua Calíope,Jardim Guedala,São Paulo,572,4,7,7,R$ 3.229.000,3229000.0,3.229,5645.104895104895
Avenida Neide Carvalho de Arruda,City América,São Paulo,660,4,5,6,R$ 2.600.000,2600000.0,2.6,3939.3939393939395
,Vila Marari,São Paulo,182,2,1,2,R$ 490.000,490000.0,0.49,2692.3076923076924
Rua Antônio Carlos da Fonseca,Jardim da Saúde,São Paulo,154,3,4,4,R$ 1.400.000,1400000.0,1.4,9090.90909090909
Rua Maria Teresa Gaudino,Jardim Maria Estela,São Paulo,140,3,3,2,R$ 440.000,440000.0,0.44,3142.8571428571427
,Ipiranga,São Paulo,288,2,4,10,R$ 1.220.000,1220000.0,1.22,4236.111111111111
"Rua Tomé Portes, 1117 ",Brooklin Paulista,São Paulo,401,4,3,5,R$ 1.850.001,1850001.0,1.850001,4613.4688279301745
Rua Maestro Savino de Benedictis,Rio Pequeno,São Paulo,110,3,1,2,R$ 380.000,380000.0,0.38,3454.5454545454545
,Parque São Rafael,São Paulo,200,3,1,3,R$ 424.000,424000.0,0.424,2120.0
,Ipiranga,São Paulo,205,3,3,2,R$ 740.000,740000.0,0.74,3609.756097560976
"Alameda dos Anapurus, 1885 ",Indianópolis,São Paulo,218,3,2,3,R$ 1.690.000,1690000.0,1.69,7752.293577981652
Rua Michigan,Cidade Monções,São Paulo,299,3,3,4,R$ 6.300.000,6300000.0,6.3,21070.234113712373
,Cupecê,São Paulo,123,3,1,2,R$ 600.000,600000.0,0.6,4878.048780487805
,Tatuapé,São Paulo,228,3,3,3,R$ 1.700.000,1700000.0,1.7,7456.140350877193
Travessa Deputado Shiro Kyono,Vila Olímpia,São Paulo,95,3,3,5,R$ 1.700.000,1700000.0,1.7,17894.736842105263
Rua Iratinga,Paraisópolis,São Paulo,980,4,6,10,R$ 7.000.000,7000000.0,7.0,7142.857142857143
,Jardim Itacolomi,São Paulo,250,3,2,2,R$ 550.000,550000.0,0.55,2200.0
Rua Barão do Bananal,Vila Pompéia,São Paulo,142,4,2,4,R$ 1.700.000,1700000.0,1.7,11971.830985915492
Rua Paraim,Vila Isa,São Paulo,100,3,1,2,R$ 590.000,590000.0,0.59,5900.0
Rua Professor Romeu Pellegrini,Vila Monumento,São Paulo,350,2,2,6,R$ 990.000,990000.0,0.99,2828.5714285714284
Rua Diana,Perdizes,São Paulo,122,4,3,1,R$ 1.000.000,1000000.0,1.0,8196.72131147541
Rua Chafic Ganem,Vila das Mercês,São Paulo,120,3,3,4,R$ 635.000,635000.0,0.635,5291.666666666667
,Jardim Luzitânia,São Paulo,559,4,3,2,R$ 4.900.000,4900000.0,4.9,8765.652951699463
"Rua João de Santa Maria, 687 ",Vila Brasilina,São Paulo,184,4,6,3,R$ 1.280.000,1280000.0,1.28,6956.521739130435
Rua Doutor José Maria Whitaker,Vila Sônia,São Paulo,264,3,2,2,R$ 1.568.000,1568000.0,1.568,5939.393939393939
,Vila das Mercês,São Paulo,70,2,1,2,R$ 250.000,250000.0,0.25,3571.4285714285716
"Rua Camundo, 320 ",Planalto Paulista,São Paulo,155,3,4,3,R$ 790.000,790000.0,0.79,5096.774193548387
Rua General Pereira da Cunha,Retiro Morumbi,São Paulo,2000,6,10,12,R$ 19.000.000,19000000.0,19.0,9500.0
,Vila Nair,São Paulo,215,3,2,2,R$ 940.000,940000.0,0.94,4372.093023255814
"Rua João Lopes de Amorim, 405 ",Vila Nova Cachoeirinha,São Paulo,235,3,5,3,R$ 520.000,520000.0,0.52,2212.7659574468084
Rua Ordenações Manuelinas,Vila Morse,São Paulo,117,2,2,2,R$ 595.000,595000.0,0.595,5085.470085470086
,City América,São Paulo,475,4,4,6,R$ 2.500.000,2500000.0,2.5,5263.1578947368425
,Vila Brasilina,São Paulo,90,2,1,3,R$ 350.000,350000.0,0.35,3888.8888888888887
"Rua Conseguina, 53 ",Jardim Guedala,São Paulo,747,4,5,6,R$ 3.200.000,3200000.0,3.2,4283.80187416332
Rua Boturoca,Vila Indiana,São Paulo,395,4,4,8,R$ 2.995.000,2995000.0,2.995,7582.278481012659
"Rua Rosa Mística, 151 ",Vila Campestre,São Paulo,130,3,4,2,R$ 530.000,530000.0,0.53,4076.923076923077
,Jardim Campo Grande,São Paulo,300,3,3,5,R$ 1.700.000,1700000.0,1.7,5666.666666666667
,Chácara Monte Alegre,São Paulo,425,4,5,3,R$ 1.978.000,1978000.0,1.978,4654.117647058823
,Alto da Lapa,São Paulo,565,3,2,1,R$ 1.200.000,1200000.0,1.2,2123.8938053097345
Rua També,Jardim Guedala,São Paulo,549,4,9,10,R$ 8.000.000,8000000.0,8.0,14571.948998178506
Rua Guararapes,Lapa,São Paulo,242,3,3,6,R$ 1.300.000,1300000.0,1.3,5371.900826446281
Rua José Tôrres Lima,Parque Savoy City,São Paulo,95,2,2,4,R$ 430.000,430000.0,0.43,4526.315789473684
,Vila Mariana,São Paulo,275,3,1,6,R$ 1.500.000,1500000.0,1.5,5454.545454545455
,Parque Edu Chaves,São Paulo,352,3,2,10,R$ 899.900,899900.0,0.8999,2556.534090909091
Avenida Nossa Senhora da Encarnação,Jardim Maria Estela,São Paulo,200,3,5,4,R$ 790.000,790000.0,0.79,3950.0
"Rua Nova York, 0 ",Brooklin Paulista,São Paulo,350,4,3,3,R$ 2.400.000,2400000.0,2.4,6857.142857142857
"Rua Flor da Redenção, 277 ",Vila Jacuí,São Paulo,110,3,2,2,R$ 300.000,300000.0,0.3,2727.2727272727275
Rua Edward White,Interlagos,São Paulo,370,4,1,4,R$ 2.000.000,2000000.0,2.0,5405.405405405405
Rua Santo Inácio,Parque São Jorge,São Paulo,120,2,1,1,R$ 560.000,560000.0,0.56,4666.666666666667
,Água Rasa,São Paulo,180,3,2,4,R$ 745.000,745000.0,0.745,4138.888888888889
"Rua Maria José Rangel, 271 ",Vila São Paulo,São Paulo,69,2,1,1,R$ 385.001,385001.0,0.385001,5579.724637681159
,Água Rasa,São Paulo,86,2,1,4,R$ 650.000,650000.0,0.65,7558.139534883721
,Chácara Inglesa,São Paulo,200,3,2,2,R$ 700.000,700000.0,0.7,3500.0
,Parque São Domingos,São Paulo,171,3,2,2,R$ 1.300.000,1300000.0,1.3,7602.339181286549
,Vila Sao Paulo,São Paulo,224,5,2,5,R$ 950.000,950000.0,0.95,4241.071428571428
Rua Mateus de Siqueira,Jardim Triana,São Paulo,150,2,1,1,R$ 222.950,222950.0,0.22295,1486.3333333333333
,Jardim Europa,São Paulo,870,5,5,3,R$ 12.600.000,12600000.0,12.6,14482.758620689656
Rua Miguel Ribeiro,Jardim Consórcio,São Paulo,120,3,1,4,R$ 550.000,550000.0,0.55,4583.333333333333
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,200,4,4,2,R$ 1.000.000,1000000.0,1.0,5000.0
,Vila Olímpia,São Paulo,160,3,2,2,R$ 1.700.000,1700000.0,1.7,10625.0
Rua Barão de Juparanã,Vila Zelina,São Paulo,210,3,4,4,R$ 1.100.000,1100000.0,1.1,5238.0952380952385
"Rua Antônio Gebara, 1000 ",Planalto Paulista,São Paulo,238,3,5,4,R$ 1.480.000,1480000.0,1.48,6218.487394957983
"Rua Vitor Costa, 677 ",Bosque da Saúde,São Paulo,237,3,3,4,R$ 1.600.000,1600000.0,1.6,6751.054852320675
"Rua Carlos Baptista de Magalhães, 0 ",Jardim Prudência,São Paulo,800,4,5,4,R$ 3.200.000,3200000.0,3.2,4000.0
Avenida Moaci,Planalto Paulista,São Paulo,480,4,6,3,R$ 1.950.000,1950000.0,1.95,4062.5
"Rua Salvador de Edra, 50 ",Saúde,São Paulo,216,3,3,2,R$ 1.100.000,1100000.0,1.1,5092.592592592592
"Rua Saldanha da Gama, 100 ",Alto da Lapa,São Paulo,219,5,8,6,R$ 1.695.000,1695000.0,1.695,7739.726027397261
"Rua São Pompônio, , 53 ",Vila Oratório,São Paulo,120,1,1,6,R$ 426.000,426000.0,0.426,3550.0
,Parque São Domingos,São Paulo,229,3,4,5,R$ 900.000,900000.0,0.9,3930.1310043668122
Rua República do Iraque,Campo Belo,São Paulo,198,2,2,1,R$ 1.180.000,1180000.0,1.18,5959.595959595959
,Planalto Paulista,São Paulo,80,2,2,2,R$ 538.000,538000.0,0.538,6725.0
,Vila Maria Alta,São Paulo,360,2,2,2,R$ 850.000,850000.0,0.85,2361.1111111111113
Rua Agostinho Gomes,Ipiranga,São Paulo,150,2,3,2,R$ 930.000,930000.0,0.93,6200.0
,Jardim Paulistano,São Paulo,720,6,6,5,R$ 9.800.000,9800000.0,9.8,13611.111111111111
,Jardim Danfer,São Paulo,300,2,1,4,R$ 800.000,800000.0,0.8,2666.6666666666665
"Rua José Santana, 480 ",Vila Reis,São Paulo,66,2,1,2,R$ 320.004,320004.0,0.320004,4848.545454545455
Avenida George Saville Dodd,Jardim Guedala,São Paulo,750000,5,9,6,R$ 7.000.000,7000000.0,7.0,9.333333333333334
Rua João Álvares Soares,Brooklin Novo,São Paulo,175,2,2,3,R$ 1.850.000,1850000.0,1.85,10571.42857142857
Rua Januário Miraglia,Vila Nova Conceição,São Paulo,180,3,2,4,R$ 2.980.000,2980000.0,2.98,16555.555555555555
Rua Quirino Pucca,Vila Romana,São Paulo,85,1,1,2,R$ 480.000,480000.0,0.48,5647.058823529412
Rua Teerã,Parque da Lapa,São Paulo,145,3,2,2,R$ 795.000,795000.0,0.795,5482.758620689655
"Rua Doutor Sarmento, 22 ",Jardim Luzitânia,São Paulo,1050,5,7,10,R$ 20.000.000,20000000.0,20.0,19047.619047619046
Rua Guaravera,Vila Domitila,São Paulo,200,3,2,2,R$ 500.000,500000.0,0.5,2500.0
Rua França Pinto,Vila Mariana,São Paulo,280,3,3,4,R$ 1.600.000,1600000.0,1.6,5714.285714285715
,Água Rasa,São Paulo,180,3,2,4,R$ 742.000,742000.0,0.742,4122.222222222223
"Rua José Joaquim Esteves, 645 ",Jardim São Luís,São Paulo,115,3,2,3,R$ 650.000,650000.0,0.65,5652.173913043478
"Avenida Antônio de Souza Noschese, 996 ",Parque Continental,São Paulo,201,3,5,3,R$ 990.000,990000.0,0.99,4925.373134328358
,Cambuci,São Paulo,160,3,3,2,R$ 880.000,880000.0,0.88,5500.0
Rua Professora Carolina Ribeiro,Jardim Vila Mariana,São Paulo,210,3,5,3,R$ 1.950.000,1950000.0,1.95,9285.714285714286
Rua José dos Santos Júnior,Campo Belo,São Paulo,251,4,4,2,R$ 1.600.000,1600000.0,1.6,6374.501992031873
Alameda Tirió,Planalto Paulista,São Paulo,300,3,3,3,R$ 2.600.000,2600000.0,2.6,8666.666666666666
,Vila Regente Feijó,São Paulo,172,2,1,4,R$ 550.000,550000.0,0.55,3197.6744186046512
,Vila Carrão,São Paulo,85,4,2,2,R$ 720.000,720000.0,0.72,8470.588235294117
Rua das Bromeliáceas,Parque das Árvores,São Paulo,180,4,3,5,R$ 1.500.000,1500000.0,1.5,8333.333333333334
Rua Ipiranga,Jardim Aeroporto,São Paulo,100,2,2,2,R$ 579.000,579000.0,0.579,5790.0
Rua Visconde de Ourem,Jardim Aeroporto,São Paulo,159,3,3,1,R$ 880.000,880000.0,0.88,5534.591194968553
Rua Ministro Sinésio Rocha,Jardim Vera Cruz,São Paulo,389,3,6,2,R$ 1.800.000,1800000.0,1.8,4627.249357326478
Rua Doutor Eríco Álvares de Azevedo Gonzaga,Jardim Cambara,São Paulo,330,4,3,5,R$ 475.000,475000.0,0.475,1439.3939393939395
,Conjunto Habitacional Castro Alves,São Paulo,130,3,1,2,R$ 220.000,220000.0,0.22,1692.3076923076924
"Rua Guaonés, 1 ",Jardim Guedala,São Paulo,965,4,8,10,R$ 4.750.000,4750000.0,4.75,4922.279792746114
Rua Guaniqué,Vila Natália,São Paulo,95,3,3,2,R$ 459.000,459000.0,0.459,4831.578947368421
Rua Brasileiro de Campos,Vila Nhocune,São Paulo,145,3,2,2,R$ 450.000,450000.0,0.45,3103.448275862069
Rua Todos os Santos,Jardim Everest,São Paulo,755,4,5,11,R$ 5.500.000,5500000.0,5.5,7284.76821192053
Rua Franklin Lewis Gemmel,Parque Residencial Julia,São Paulo,150,2,3,3,R$ 850.000,850000.0,0.85,5666.666666666667
,Jardim Paulistano,São Paulo,303,3,5,2,R$ 2.450.000,2450000.0,2.45,8085.808580858085
Rua Manoel das Neves,Jaraguá,São Paulo,282,6,6,5,R$ 425.000,425000.0,0.425,1507.0921985815603
Rua Abegoaria,Jardim das Bandeiras,São Paulo,625,4,5,8,R$ 5.800.000,5800000.0,5.8,9280.0
"Rua Gomes, , 494 ",Vila Ivone,São Paulo,725,3,5,3,R$ 1.750.000,1750000.0,1.75,2413.793103448276
,Planalto Paulista,São Paulo,200,3,3,3,R$ 680.000,680000.0,0.68,3400.0
"Rua Artemis, 194 ",Vila Babilônia,São Paulo,172,4,4,2,R$ 550.000,550000.0,0.55,3197.6744186046512
"Rua Planeta, 1 ",Chácara Belenzinho,São Paulo,125,2,2,2,R$ 490.000,490000.0,0.49,3920.0
"Rua Ângelo de Cândia, 343 ",Cidade São Mateus,São Paulo,180,3,3,2,R$ 500.000,500000.0,0.5,2777.777777777778
,Jardim Paulista,São Paulo,575,4,6,4,R$ 11.000.000,11000000.0,11.0,19130.434782608696
Alameda dos Tupinas,Planalto Paulista,São Paulo,405,4,6,4,R$ 1.550.000,1550000.0,1.55,3827.1604938271603
Rua dos Timoneiros,Chora Menino,São Paulo,245,4,2,2,R$ 720.000,720000.0,0.72,2938.7755102040815
Rua Cristóvão Pereira,Campo Belo,São Paulo,625,5,5,7,R$ 4.000.000,4000000.0,4.0,6400.0
"Rua Nova Pátria, 299 ",Bosque da Saúde,São Paulo,280,4,4,3,R$ 1.480.000,1480000.0,1.48,5285.714285714285
"Rua Camé, , 74 ",Mooca,São Paulo,445,4,3,8,R$ 2.000.000,2000000.0,2.0,4494.38202247191
Rua Doutor Erasmo Teixeira de Assunção,Jardim Leonor,São Paulo,487,4,4,4,R$ 1.800.000,1800000.0,1.8,3696.098562628337
"Rua Venceslau Flexa, 226 ",Jardim Paulistano,São Paulo,486,4,2,6,R$ 3.500.001,3500001.0,3.500001,7201.648148148148
Rua Cláudio Rossi,Jardim da Glória,São Paulo,170,3,5,2,R$ 1.500.000,1500000.0,1.5,8823.529411764706
,Vila ESão Pauloerança,São Paulo,90,2,3,4,R$ 430.000,430000.0,0.43,4777.777777777777
"Rua Cardeal Cagliori, 1 ",Alto de Pinheiros,São Paulo,400,4,5,7,R$ 3.500.000,3500000.0,3.5,8750.0
Avenida Itaboraí,Bosque da Saúde,São Paulo,140,3,1,1,R$ 850.000,850000.0,0.85,6071.428571428572
Avenida Sílvio Sciumbata,Interlagos,São Paulo,793,4,7,5,R$ 2.680.000,2680000.0,2.68,3379.5712484237074
Rua Acalanto de Bartira,Vila Nova Alba,São Paulo,180,2,1,1,R$ 386.234,386234.0,0.386234,2145.7444444444445
"Rua General Gaudie Ley, 218 ",Interlagos,São Paulo,430,4,3,6,R$ 1.500.000,1500000.0,1.5,3488.3720930232557
Rua Monsenhor Marcelo Branco,Sumaré,São Paulo,300,3,6,2,R$ 2.200.000,2200000.0,2.2,7333.333333333333
Rua Jacira,Indianópolis,São Paulo,260,4,3,6,R$ 2.700.000,2700000.0,2.7,10384.615384615385
Rua Bernardo Francisco,Mooca,São Paulo,140,2,2,4,R$ 760.000,760000.0,0.76,5428.571428571428
Rua Padre Agostinho Poncet,Água Fria,São Paulo,60,2,2,2,R$ 395.000,395000.0,0.395,6583.333333333333
"Rua das Fiandeiras, 201 ",Vila Olímpia,São Paulo,300,4,7,2,R$ 3.900.000,3900000.0,3.9,13000.0
Rua Doutor Mário Ottobrini Costa,Cidade Dutra,São Paulo,400,5,9,4,R$ 1.800.000,1800000.0,1.8,4500.0
Rua Eliane Araújo Neves,Jardim Catanduva,São Paulo,89,2,2,2,R$ 470.000,470000.0,0.47,5280.898876404494
Rua Professor Miguel Maurício da Rocha,Brooklin Paulista,São Paulo,869,3,1,7,R$ 5.500.000,5500000.0,5.5,6329.113924050633
Rua Manuel de Andrade,Vila Nova Mazzei,São Paulo,213,3,2,2,R$ 650.000,650000.0,0.65,3051.6431924882627
Rua Dante Alighieri,Vila Prudente,São Paulo,210,3,4,3,R$ 799.000,799000.0,0.799,3804.7619047619046
Rua Belisário Palermo,Cidade dos Bandeirantes,São Paulo,240,5,4,3,R$ 640.000,640000.0,0.64,2666.6666666666665
Rua Rishin Matsuda,Vila Santa Catarina,São Paulo,120,3,3,3,R$ 797.872,797872.0,0.797872,6648.933333333333
"Rua Doutor Roberto Mercatelli, 72 ",Barra Funda,São Paulo,87,3,2,1,R$ 639.001,639001.0,0.639001,7344.83908045977
Rua Alvorada do Sul,Jardim Guedala,São Paulo,600,5,7,5,R$ 8.000.000,8000000.0,8.0,13333.333333333334
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,1300,5,7,6,R$ 5.900.000,5900000.0,5.9,4538.461538461538
Rua Luisiania,Brooklin Paulista,São Paulo,200,3,1,3,R$ 2.200.000,2200000.0,2.2,11000.0
Rua Rita Ferreira da Silva,Socorro,São Paulo,125,3,3,2,R$ 850.001,850001.0,0.850001,6800.008
Rua Princesa Isabel,Brooklin Paulista,São Paulo,165,3,3,2,R$ 1.250.000,1250000.0,1.25,7575.757575757576
,Parque Alves de Lima,São Paulo,122,2,1,2,R$ 400.000,400000.0,0.4,3278.688524590164
Rua Bragança,Pacaembu,São Paulo,280,3,4,5,R$ 2.450.000,2450000.0,2.45,8750.0
,Vila Formosa,São Paulo,140,3,2,3,R$ 750.000,750000.0,0.75,5357.142857142857
Rua Santo André,Vila São Pedro,São Paulo,75,2,3,1,R$ 425.000,425000.0,0.425,5666.666666666667
Rua Frei Mauro Teixeira,Jardim São Bento,São Paulo,330,3,3,7,R$ 1.890.000,1890000.0,1.89,5727.272727272727
Rua Circular do Bosque,Jardim Guedala,São Paulo,650,5,6,4,R$ 5.000.000,5000000.0,5.0,7692.307692307692
,Jardim Leonor,São Paulo,1345,5,9,7,R$ 9.500.000,9500000.0,9.5,7063.197026022305
Rua Aquino Fonseca,Jardim das Carmelitas,São Paulo,96,3,2,2,R$ 553.000,553000.0,0.553,5760.416666666667
Rua Tapes,Jardim Aeroporto,São Paulo,152,5,7,4,R$ 840.000,840000.0,0.84,5526.315789473684
Rua Eduardo Lobo,Parque Imperial,São Paulo,120,6,3,3,R$ 951.000,951000.0,0.951,7925.0
,Jardim Petrópolis,São Paulo,418,5,7,6,R$ 2.800.000,2800000.0,2.8,6698.564593301436
Rua Bauru,Pacaembu,São Paulo,434,2,3,2,R$ 5.200.000,5200000.0,5.2,11981.566820276497
Rua Pedro Teixeira,Vila Olímpia,São Paulo,152,3,2,2,R$ 960.000,960000.0,0.96,6315.789473684211
Avenida Odila,Planalto Paulista,São Paulo,262,3,6,4,R$ 1.500.000,1500000.0,1.5,5725.1908396946565
Rua Tapuçu,Vila Sofia,São Paulo,90,2,2,2,R$ 665.000,665000.0,0.665,7388.888888888889
Rua Guararema,Bosque da Saúde,São Paulo,600,8,7,5,R$ 2.300.000,2300000.0,2.3,3833.3333333333335
Rua Estero Belaco,Vila da Saúde,São Paulo,200,3,3,6,R$ 1.050.000,1050000.0,1.05,5250.0
"Rua Barão de Tramandaí, 0 ",Vila Alpina,São Paulo,117,3,2,2,R$ 270.000,270000.0,0.27,2307.6923076923076
Rua Bernardo Francisco,Mooca,São Paulo,145,2,2,4,R$ 760.000,760000.0,0.76,5241.379310344828
Rua Padre Agostinho Poncet,Água Fria,São Paulo,65,2,2,2,R$ 395.000,395000.0,0.395,6076.923076923077
"Rua das Fiandeiras, 201 ",Vila Olímpia,São Paulo,305,4,7,2,R$ 3.900.000,3900000.0,3.9,12786.88524590164
Rua Doutor Mário Ottobrini Costa,Cidade Dutra,São Paulo,405,5,9,4,R$ 1.800.000,1800000.0,1.8,4444.444444444444
Rua Eliane Araújo Neves,Jardim Catanduva,São Paulo,94,2,2,2,R$ 470.000,470000.0,0.47,5000.0
Rua Professor Miguel Maurício da Rocha,Brooklin Paulista,São Paulo,874,3,1,7,R$ 5.500.000,5500000.0,5.5,6292.906178489702
Rua Manuel de Andrade,Vila Nova Mazzei,São Paulo,218,3,2,2,R$ 650.000,650000.0,0.65,2981.651376146789
Rua Dante Alighieri,Vila Prudente,São Paulo,215,3,4,3,R$ 799.000,799000.0,0.799,3716.279069767442
Rua Belisário Palermo,Cidade dos Bandeirantes,São Paulo,245,5,4,3,R$ 640.000,640000.0,0.64,2612.2448979591836
Rua Rishin Matsuda,Vila Santa Catarina,São Paulo,125,3,3,3,R$ 797.872,797872.0,0.797872,6382.976
"Rua Doutor Roberto Mercatelli, 72 ",Barra Funda,São Paulo,92,3,2,1,R$ 639.001,639001.0,0.639001,6945.663043478261
Rua Alvorada do Sul,Jardim Guedala,São Paulo,605,5,7,5,R$ 8.000.000,8000000.0,8.0,13223.140495867769
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,1305,5,7,6,R$ 5.900.000,5900000.0,5.9,4521.072796934866
Rua Luisiania,Brooklin Paulista,São Paulo,205,3,1,3,R$ 2.200.000,2200000.0,2.2,10731.707317073171
Rua Rita Ferreira da Silva,Socorro,São Paulo,130,3,3,2,R$ 850.001,850001.0,0.850001,6538.469230769231
Rua Princesa Isabel,Brooklin Paulista,São Paulo,170,3,3,2,R$ 1.250.000,1250000.0,1.25,7352.941176470588
,Parque Alves de Lima,São Paulo,127,2,1,2,R$ 400.000,400000.0,0.4,3149.6062992125985
Rua Bragança,Pacaembu,São Paulo,285,3,4,5,R$ 2.450.000,2450000.0,2.45,8596.491228070176
,Vila Formosa,São Paulo,145,3,2,3,R$ 750.000,750000.0,0.75,5172.413793103448
Rua Santo André,Vila São Pedro,São Paulo,80,2,3,1,R$ 425.000,425000.0,0.425,5312.5
Rua Frei Mauro Teixeira,Jardim São Bento,São Paulo,335,3,3,7,R$ 1.890.000,1890000.0,1.89,5641.79104477612
Rua Circular do Bosque,Jardim Guedala,São Paulo,655,5,6,4,R$ 5.000.000,5000000.0,5.0,7633.587786259542
,Jardim Leonor,São Paulo,1350,5,9,7,R$ 9.500.000,9500000.0,9.5,7037.037037037037
Rua Aquino Fonseca,Jardim das Carmelitas,São Paulo,101,3,2,2,R$ 553.000,553000.0,0.553,5475.247524752475
Rua Tapes,Jardim Aeroporto,São Paulo,157,5,7,4,R$ 840.000,840000.0,0.84,5350.3184713375795
Rua Eduardo Lobo,Parque Imperial,São Paulo,125,6,3,3,R$ 951.000,951000.0,0.951,7608.0
,Jardim Petrópolis,São Paulo,423,5,7,6,R$ 2.800.000,2800000.0,2.8,6619.385342789598
Rua Bauru,Pacaembu,São Paulo,439,2,3,2,R$ 5.200.000,5200000.0,5.2,11845.10250569476
Rua Pedro Teixeira,Vila Olímpia,São Paulo,157,3,2,2,R$ 960.000,960000.0,0.96,6114.649681528663
Avenida Odila,Planalto Paulista,São Paulo,267,3,6,4,R$ 1.500.000,1500000.0,1.5,5617.9775280898875
Rua Tapuçu,Vila Sofia,São Paulo,95,2,2,2,R$ 665.000,665000.0,0.665,7000.0
Rua Guararema,Bosque da Saúde,São Paulo,605,8,7,5,R$ 2.300.000,2300000.0,2.3,3801.6528925619837
Rua Estero Belaco,Vila da Saúde,São Paulo,205,3,3,6,R$ 1.050.000,1050000.0,1.05,5121.951219512195
"Rua Barão de Tramandaí, 0 ",Vila Alpina,São Paulo,122,3,2,2,R$ 270.000,270000.0,0.27,2213.1147540983607
Rua Bernardo Francisco,Mooca,São Paulo,145,2,2,4,R$ 760.000,760000.0,0.76,5241.379310344828
Rua Padre Agostinho Poncet,Água Fria,São Paulo,65,2,2,2,R$ 395.000,395000.0,0.395,6076.923076923077
"Rua das Fiandeiras, 201 ",Vila Olímpia,São Paulo,305,4,7,2,R$ 3.900.000,3900000.0,3.9,12786.88524590164
Rua Doutor Mário Ottobrini Costa,Cidade Dutra,São Paulo,405,5,9,4,R$ 1.800.000,1800000.0,1.8,4444.444444444444
Rua Eliane Araújo Neves,Jardim Catanduva,São Paulo,94,2,2,2,R$ 470.000,470000.0,0.47,5000.0
Rua Professor Miguel Maurício da Rocha,Brooklin Paulista,São Paulo,874,3,1,7,R$ 5.500.000,5500000.0,5.5,6292.906178489702
Rua Manuel de Andrade,Vila Nova Mazzei,São Paulo,218,3,2,2,R$ 650.000,650000.0,0.65,2981.651376146789
Rua Dante Alighieri,Vila Prudente,São Paulo,215,3,4,3,R$ 799.000,799000.0,0.799,3716.279069767442
Rua Belisário Palermo,Cidade dos Bandeirantes,São Paulo,245,5,4,3,R$ 640.000,640000.0,0.64,2612.2448979591836
Rua Rishin Matsuda,Vila Santa Catarina,São Paulo,125,3,3,3,R$ 797.872,797872.0,0.797872,6382.976
"Rua Doutor Roberto Mercatelli, 72 ",Barra Funda,São Paulo,92,3,2,1,R$ 639.001,639001.0,0.639001,6945.663043478261
Rua Alvorada do Sul,Jardim Guedala,São Paulo,605,5,7,5,R$ 8.000.000,8000000.0,8.0,13223.140495867769
Rua Albertina de Oliveira Godinho,Jardim Guedala,São Paulo,1305,5,7,6,R$ 5.900.000,5900000.0,5.9,4521.072796934866
